word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
adult,/əˈdʌlt/,beginner,"[""Everyday Conversation"", ""Health""]","A person who is fully grown and developed, or someone who has reached the legal age of maturity.","[""Children must be accompanied by an adult at the swimming pool."", ""Now that you are eighteen, you are legally an adult.""]","Can be used as a noun ('an adult') or as an adjective ('adult education', 'adult life'). In US English, it is sometimes pronounced /ˈæd.ʌlt/.","[""young adult"", ""adult life"", ""responsible adult"", ""adult education"", ""consent of an adult""]"
advance,/ədˈvæns/,intermediate,"[""Everyday Conversation"", ""Work"", ""Technology"", ""Business""]","To move forward, make progress, or develop; it can also refer to money paid before the usual time or progress made in a particular field.","[""We need to decide how to advance our plans for the new project."", ""The company gave her a cash advance to cover her travel expenses.""]","Can be used as a verb (to advance), a noun (an advance in technology), or an adjective (advance planning). Note the common prepositional phrase 'in advance', which means beforehand.","[""in advance"", ""technological advance"", ""advance warning"", ""make advances"", ""advance payment""]"
advanced,/ədˈvænst/,intermediate,"[""Academic"", ""Everyday Conversation"", ""Work"", ""Technology""]","Being at a high level of progress, development, or difficulty.","[""She is taking an advanced English course to prepare for her university studies."", ""The hospital uses advanced technology to detect diseases early.""]","Often used to describe courses of study, technology, or skills. It is the opposite of 'beginner' or 'basic'.","[""advanced technology"", ""advanced level"", ""advanced degree"", ""advanced stage"", ""advanced learner""]"
advantage,/ədˈvæn.t̬ɪdʒ/,intermediate,"[""Academic"", ""Everyday Conversation"", ""Work""]","A condition, circumstance, or feature that puts you in a better, more favorable, or more successful position than others.","[""Having a college degree gave her a significant advantage when applying for the job."", ""One of the advantages of living in a big city is the excellent public transportation system.""]","Often used with the prepositions 'of' (e.g., 'the advantage of working from home') or 'over' (e.g., 'to have an advantage over your competitors'). Note the common idiom 'take advantage of', which can mean to use an opportunity well, or to exploit someone unfairly.","[""take advantage of"", ""competitive advantage"", ""unfair advantage"", ""huge advantage"", ""to someone's advantage""]"
adventure,/ədˈventʃər/,beginner,"[""Everyday Conversation"", ""Travel"", ""Arts & Culture""]","An exciting, unusual, and sometimes dangerous experience or activity.","[""Our trip through the Amazon rainforest was a real adventure."", ""The children are always looking for adventure in the backyard.""]","Can be used as a countable noun ('an adventure') or an uncountable noun ('looking for adventure'). It can also be used as a verb meaning to go somewhere risky, though this is less common.","[""sense of adventure"", ""outdoor adventure"", ""go on an adventure"", ""spirit of adventure""]"
advert,/ˈæd.vɜːrt/,intermediate,"[""Everyday Conversation"", ""News & Media"", ""Business""]","A short form of the word 'advertisement', which is a public notice, picture, or video promoting a product, service, or event.","[""I saw an interesting advert for a new smartphone on TV last night."", ""They placed an advert in the local newspaper to find a new assistant.""]","This is a British English term. In American English, the word 'ad' is much more commonly used instead of 'advert'.","[""place an advert"", ""TV advert"", ""newspaper advert"", ""job advert""]"
advertise,/ˈædvərˌtaɪz/,intermediate,"[""Everyday Conversation"", ""Work"", ""News & Media"", ""Business""]","To tell the public about a product, service, or event in order to encourage people to buy, use, or attend it.","[""The company decided to advertise their new smartphone on television and social media."", ""They are advertising for a new marketing manager in the local newspaper.""]","Can be used with 'for' when looking to hire someone or find something (e.g., 'advertise for a roommate'). Note the spelling difference: 'advertise' is standard in both US and UK English, unlike some words where UK English uses '-ise' and US uses '-ize'.","[""advertise a product"", ""advertise heavily"", ""advertise for a job"", ""advertise online""]"
advertisement,/ˌædvərˈtaɪzmənt/,beginner,"[""Everyday Conversation"", ""News & Media"", ""Business""]","A picture, short film, or text that tries to persuade people to buy a product, use a service, or apply for a job.","[""I saw an advertisement for a new smartphone on television."", ""The company placed an advertisement in the local newspaper to hire a new manager.""]",Often shortened to 'ad' (informal) or 'advert' (mainly British English). Note the difference in US pronunciation (/ˌædvərˈtaɪzmənt/) and UK pronunciation (/ədˈvɜːtɪsmənt/).,"[""place an advertisement"", ""online advertisement"", ""television advertisement"", ""pop-up advertisement""]"
advertising,/ˈædvərˌtaɪzɪŋ/,intermediate,"[""Everyday Conversation"", ""Work"", ""News & Media"", ""Business""]","The business or activity of creating advertisements to persuade people to buy products, services, or ideas.","[""The company spent millions of dollars on television advertising last year."", ""She decided to pursue a career in digital advertising after graduating.""]","Note that 'advertising' is an uncountable noun (e.g., 'a lot of advertising', not 'an advertising'). To talk about a single item, use 'an advertisement' or 'an ad'.","[""advertising agency"", ""advertising campaign"", ""digital advertising"", ""misleading advertising"", ""outdoor advertising""]"
advice,/ədˈvaɪs/,beginner,"[""Everyday Conversation"", ""Work""]",An opinion or recommendation given to someone about what they should do in a particular situation.,"[""She asked her teacher for advice on how to study for the exam."", ""My uncle gave me some good financial advice before I bought my first car.""]","Advice is an uncountable noun. Do not say 'an advice' or 'advices'. Instead, use 'a piece of advice' or 'some advice'. Do not confuse with the verb 'advise'.","[""give advice"", ""take advice"", ""ask for advice"", ""a piece of advice"", ""good advice"", ""expert advice""]"
advise,/ədˈvaɪz/,intermediate,"[""Everyday Conversation"", ""Work"", ""Business""]",To give someone a recommendation or suggestion about what they should do in a particular situation.,"[""The doctor advised him to get more rest and drink plenty of fluids."", ""I would strongly advise against making a decision before reading the full report.""]",Commonly confused with the noun 'advice' (with a 'c'). 'Advise' is the verb form (ends in a /z/ sound). Common patterns include 'advise someone to do something' or 'advise someone against something'.,"[""strongly advise"", ""advise someone to"", ""advise against"", ""expertly advise"", ""legal advise""]"
affair,/əˈfer/,intermediate,"[""Everyday Conversation"", ""Business"", ""News & Media""]","An event, matter, or public concern; it can also refer to a secret sexual relationship between two people, especially when at least one of them is married.","[""The mayor's involvement in the financial scandal became a public affair."", ""She discovered that her husband was having an affair with a co-worker.""]","When referring to a romantic relationship, it is almost always used with the verb 'have' (e.g., 'to have an affair'). In the plural form ('affairs'), it often refers to personal or business matters, such as 'financial affairs'.","[""have an affair"", ""a public affair"", ""foreign affairs"", ""state of affairs"", ""current affairs""]"
affect,/əˈfɛkt/,intermediate,"[""Academic"", ""Everyday Conversation""]",To produce a change or influence in someone or something.,"[""The bad weather will affect our travel plans this weekend."", ""How you sleep can directly affect your mood the next day.""]","Often confused with 'effect'. 'Affect' is usually a verb (to influence), while 'effect' is usually a noun (a result).","[""directly affect"", ""adversely affect"", ""seriously affect"", ""affect the outcome""]"
