word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
traveller,/ˈtɹævəlɚ/,intermediate,"[""Everyday Conversation""]",A person who is traveling or who often travels,"[""The traveller shared his stories."", ""The article discussed the frequent traveller in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'frequent traveller' and 'fellow traveller'.","[""frequent traveller"", ""fellow traveller""]"
treat,/ˈtɹit/,beginner,"[""Everyday Conversation""]",Behave toward or deal with in a certain way,"[""He treats everyone with respect."", ""The article discussed the treat well in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'treat well' and 'treat fairly'.","[""treat well"", ""treat fairly""]"
treatment,/ˈtɹitmənt/,intermediate,"[""Everyday Conversation"", ""Health""]",The manner in which someone behaves toward or deals with someone or something,"[""The treatment was effective."", ""The article discussed the medical treatment in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'medical treatment' and 'special treatment'.","[""medical treatment"", ""special treatment""]"
tree,/ˈtɹi/,intermediate,"[""Nature"", ""Food & Dining""]","A woody perennial plant, typically having a single stem or trunk growing to a considerable height and bearing lateral branches at some distance from the ground","[""The tree in the garden is very old."", ""The article discussed the tree trunk in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'tree trunk' and 'fruit tree'.","[""tree trunk"", ""fruit tree""]"
trend,/ˈtɹɛnd/,beginner,"[""Arts & Culture"", ""Everyday Conversation""]",A general direction in which something is developing or changing,"[""There is a trend towards using renewable energy."", ""The article discussed the current trend in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'current trend' and 'fashion trend'.","[""current trend"", ""fashion trend""]"
trial,/ˈtɹaɪəl/,intermediate,"[""Academic""]","A formal examination of evidence before a judge, and typically before a jury, in order to decide guilt in a case of criminal or civil proceedings","[""The trial lasted for several weeks."", ""The article discussed the court trial in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'court trial' and 'trial period'.","[""court trial"", ""trial period""]"
triangle,/ˈtɹaɪˌæŋɡəl/,intermediate,"[""Everyday Conversation""]",A plane figure with three straight sides and three angles,"[""They drew a triangle on the board."", ""The article discussed the right triangle in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'right triangle' and 'equilateral triangle'.","[""right triangle"", ""equilateral triangle""]"
trick,/ˈtɹɪk/,beginner,"[""Everyday Conversation""]",A cunning or skillful act or scheme intended to deceive or outwit someone,"[""He played a trick on his friend."", ""The article discussed the play a trick in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'play a trick' and 'trick someone'.","[""play a trick"", ""trick someone""]"
trip,/ˈtɹɪp/,intermediate,"[""Everyday Conversation"", ""Travel"", ""Business""]","A journey or excursion, especially for pleasure","[""They went on a trip to the mountains."", ""The article discussed the business trip in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'business trip' and 'day trip'.","[""business trip"", ""day trip""]"
tropical,/ˈtɹɑpɪkəl/,intermediate,"[""Nature"", ""Everyday Conversation""]","Of, typical of, or peculiar to the tropics","[""The island has a tropical climate."", ""It was a tropical island that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'tropical island' and 'tropical rainforest'.,"[""tropical island"", ""tropical rainforest""]"
trouble,/ˈtɹʌbəl/,intermediate,"[""Everyday Conversation""]",Difficulty or problems that cause distress or worry,"[""He is having trouble with his car."", ""The article discussed the have trouble in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'have trouble' and 'get into trouble'.","[""have trouble"", ""get into trouble""]"
trousers,/ˈtɹaʊzɚz/,intermediate,"[""Health""]","An outer garment covering the body from the waist to the ankles, with a separate part for each leg","[""He wore a pair of trousers."", ""The article discussed the pair of trousers in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'pair of trousers' and 'wear trousers'.","[""pair of trousers"", ""wear trousers""]"
truck,/ˈtɹʌk/,beginner,"[""Everyday Conversation"", ""Travel""]","A large, heavy motor vehicle for transporting goods or troops","[""The truck carried heavy loads."", ""The article discussed the delivery truck in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'delivery truck' and 'truck driver'.","[""delivery truck"", ""truck driver""]"
true,/ˈtɹu/,beginner,"[""Everyday Conversation""]",In accordance with fact or reality,"[""His story is true."", ""The article discussed the true story in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'true story' and 'true love'.","[""true story"", ""true love""]"
trust,/ˈtɹʌst/,beginner,"[""Everyday Conversation""]","Firm belief in the reliability, truth, or ability of someone or something","[""She has trust in her friends."", ""The article discussed the gain trust in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'gain trust' and 'trust issues'.","[""gain trust"", ""trust issues""]"
truth,/ˈtɹuθ/,beginner,"[""Everyday Conversation""]",The quality or state of being true,"[""He told the truth about what happened."", ""The article discussed the tell the truth in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'tell the truth' and 'truth be told'.","[""tell the truth"", ""truth be told""]"
try,/ˈtɹaɪ/,beginner,"[""Everyday Conversation""]",Make an attempt or effort to do something,"[""You should try to finish your homework."", ""Please try again before you continue.""]",Used as both a noun and a verb; the surrounding grammar shows which meaning is intended. Common combinations include 'try again' and 'try hard'.,"[""try again"", ""try hard""]"
try on,/ˈtɹaɪ ˈɑn/,intermediate,"[""Everyday Conversation""]",Put on an item of clothing to see if it fits or suits one,"[""She tried on a new dress."", ""The article discussed the try on clothes in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'try on clothes' and 'try on shoes'.","[""try on clothes"", ""try on shoes""]"
try out,/ˈtɹaɪ ˈaʊt/,intermediate,"[""Sports"", ""Food & Dining""]",Test someone or something new to see if it is suitable or effective,"[""He wants to try out for the soccer team."", ""Please try out a new recipe before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'try out a new recipe' and 'try out for the team'.,"[""try out a new recipe"", ""try out for the team""]"
tube,/ˈtub/,beginner,"[""Everyday Conversation""]","A long, hollow cylinder used to convey fluids or gases","[""The water flows through the tube."", ""The article discussed the test tube in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'test tube' and 'plastic tube'.","[""test tube"", ""plastic tube""]"
tuesday,/ˈtuzdi/,intermediate,"[""Everyday Conversation""]",The day of the week before Wednesday and following Monday,"[""We have a meeting on Tuesday."", ""The article discussed the next Tuesday in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'next Tuesday' and 'last Tuesday'.","[""next Tuesday"", ""last Tuesday""]"
tune,/ˈtun/,beginner,"[""Arts & Culture"", ""Everyday Conversation""]","A melody, especially one which characterizes a certain piece of music","[""He played a familiar tune on the piano."", ""The article discussed the catchy tune in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'catchy tune' and 'in tune'.","[""catchy tune"", ""in tune""]"
tunnel,/ˈtʌnəl/,intermediate,"[""Travel"", ""Nature""]","An artificial underground passage, especially one built through a hill or under a building, road, or river","[""The train went through the tunnel."", ""The article discussed the tunnel entrance in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'tunnel entrance' and 'underground tunnel'.","[""tunnel entrance"", ""underground tunnel""]"
turn,/ˈtɝn/,beginner,"[""Everyday Conversation""]",Move in a circular direction wholly or partly around an axis or point,"[""She turned the key in the lock."", ""Please turn around before you continue.""]",Used as both a noun and a verb; the surrounding grammar shows which meaning is intended. Common combinations include 'turn around' and 'turn left'.,"[""turn around"", ""turn left""]"
turn back,/ˈtɝn ˈbæk/,intermediate,"[""Everyday Conversation""]",Go back in the direction from which you have come,"[""We had to turn back due to the storm."", ""Please turn back the clock before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'turn back the clock' and 'turn back time'.,"[""turn back the clock"", ""turn back time""]"
turn down,/ˈtɝn ˈdaʊn/,intermediate,"[""Everyday Conversation""]","Reject or refuse a proposal, offer, or request","[""She turned down the job offer."", ""The article discussed the turn down an offer in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'turn down an offer' and 'turn down the volume'.","[""turn down an offer"", ""turn down the volume""]"
turn into,/ˈtɝn ˈɪntu/,intermediate,"[""Everyday Conversation""]",Become (something),"[""The caterpillar turned into a butterfly."", ""The article discussed the turn into reality in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'turn into reality' and 'turn into a habit'.","[""turn into reality"", ""turn into a habit""]"
turn off,/ˈtɝn ˈɔf/,intermediate,"[""Everyday Conversation""]","Stop the operation or flow of (something) by means of a valve, switch, or button","[""Don't forget to turn off the lights."", ""Please turn off the engine before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'turn off the engine' and 'turn off the TV'.,"[""turn off the engine"", ""turn off the TV""]"
turn on,/ˈtɝn ˈɑn/,intermediate,"[""Technology""]",Cause (a device) to operate by means of a switch or button,"[""Turn on the radio, please."", ""The article discussed the turn on the light in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'turn on the light' and 'turn on the machine'.","[""turn on the light"", ""turn on the machine""]"
turn out,/ˈtɝn ˈaʊt/,intermediate,"[""Everyday Conversation""]",Prove to be the case,"[""It turned out that he was right."", ""The article discussed the turn out fine in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'turn out fine' and 'turn out well'.","[""turn out fine"", ""turn out well""]"
turn over,/ˈtɝn ˈoʊvɚ/,intermediate,"[""Everyday Conversation""]",Move (something) so that it is in a different position or state,"[""He turned over the page."", ""The article discussed the turn over a new leaf in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'turn over a new leaf' and 'turn over the page'.","[""turn over a new leaf"", ""turn over the page""]"
turn round,/ˈtɝn ˈɹaʊnd/,intermediate,"[""Everyday Conversation""]",Move so as to face in the opposite direction,"[""She turned round to see who called her name."", ""The article discussed the turn round quickly in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'turn round quickly' and 'turn round to face'.","[""turn round quickly"", ""turn round to face""]"
turn to,/ˈtɝn ˈtu/,intermediate,"[""Everyday Conversation""]",Seek help or support from someone or something,"[""He turned to his friend for advice."", ""The article discussed the turn to someone for help in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'turn to someone for help' and 'turn to page'.","[""turn to someone for help"", ""turn to page""]"
turn up,/ˈtɝn ˈʌp/,intermediate,"[""Everyday Conversation""]",Appear or arrive unexpectedly,"[""She turned up at the party unexpectedly."", ""The article discussed the turn up the volume in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'turn up the volume' and 'turn up late'.","[""turn up the volume"", ""turn up late""]"
tv,/ˈtiˈvi/,intermediate,"[""Technology"", ""News & Media""]",A device that receives television signals and displays them on a screen,"[""She watched the news on TV."", ""The article discussed the watch TV in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'watch TV' and 'TV show'.","[""watch TV"", ""TV show""]"
twelfth,/ˈtwɛlfθ/,intermediate,"[""Everyday Conversation""]",Constituting number twelve in a sequence; 12th,"[""She finished in twelfth place."", ""It was a twelfth grade that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'twelfth grade' and 'twelfth night'.,"[""twelfth grade"", ""twelfth night""]"
twelve,/ˈtwɛlv/,intermediate,"[""Everyday Conversation"", ""Business""]",The number equivalent to the product of three and four; two more than ten; 12,"[""There are twelve months in a year."", ""The article discussed the twelve years old in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'twelve years old' and 'twelve items'.","[""twelve years old"", ""twelve items""]"
twentieth,/ˈtwɛntiəθ/,intermediate,"[""Everyday Conversation""]",Constituting number twenty in a sequence; 20th,"[""He is celebrating his twentieth birthday."", ""It was a twentieth century that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'twentieth century' and 'twentieth birthday'.,"[""twentieth century"", ""twentieth birthday""]"
twenty,/ˈtwɛnti/,intermediate,"[""Business""]",The number equivalent to the product of four and five; ten more than ten; 20,"[""She has twenty dollars."", ""The article discussed the twenty minutes in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'twenty minutes' and 'twenty percent'.","[""twenty minutes"", ""twenty percent""]"
twice,/ˈtwaɪs/,beginner,"[""Everyday Conversation""]",Two times; on two occasions,"[""He called twice yesterday."", ""The article discussed the twice a day in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'twice a day' and 'twice as much'.","[""twice a day"", ""twice as much""]"
twin,/ˈtwɪn/,beginner,"[""Everyday Conversation""]",One of two children or animals born at the same birth,"[""She has a twin brother."", ""The article discussed the identical twin in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'identical twin' and 'twin brother'.","[""identical twin"", ""twin brother""]"
twist,/ˈtwɪst/,beginner,"[""Everyday Conversation""]","Form into a bent, curling, or distorted shape","[""He twisted the wire."", ""The article discussed the twist the truth in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'twist the truth' and 'plot twist'.","[""twist the truth"", ""plot twist""]"
twisted,/ˈtwɪstɪd/,intermediate,"[""Nature"", ""Everyday Conversation""]",Forced out of its natural or proper shape; crumpled,"[""The rope was twisted."", ""The article discussed the twisted ankle in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'twisted ankle' and 'twisted metal'.","[""twisted ankle"", ""twisted metal""]"
two,/ˈtu/,beginner,"[""Everyday Conversation""]",The number equivalent to the sum of one and one; one less than three; 2,"[""She has two cats."", ""The article discussed two years in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'two years' and 'two people'.","[""two years"", ""two people""]"
type,/ˈtaɪp/,beginner,"[""Everyday Conversation"", ""Arts & Culture""]",A category of people or things having common characteristics,"[""She likes that type of music."", ""The article discussed the different type in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'different type' and 'type of music'.","[""different type"", ""type of music""]"
typical,/ˈtɪpəkəl/,intermediate,"[""Everyday Conversation""]",Having the distinctive qualities of a particular type of person or thing,"[""It was a typical day at the office."", ""It was a typical example that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'typical example' and 'typical behavior'.,"[""typical example"", ""typical behavior""]"
typically,/ˈtɪpɪkli/,intermediate,"[""Everyday Conversation""]",In most cases; usually,"[""Typically, he arrives early."", ""Please typically found before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'typically found' and 'typically used'.,"[""typically found"", ""typically used""]"
tyre,/ˈtaɪɹ/,beginner,"[""Travel"", ""Everyday Conversation""]","A rubber covering, typically inflated or surrounding an inflated inner tube, placed around a wheel to form a flexible contact with the road","[""The car needs a new tyre."", ""The article discussed the flat tyre in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'flat tyre' and 'spare tyre'.","[""flat tyre"", ""spare tyre""]"
ugly,/ˈʌɡli/,beginner,"[""Everyday Conversation""]","Unpleasant or repulsive, especially in appearance","[""The painting was ugly."", ""Please ugly face before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'ugly face' and 'ugly building'.,"[""ugly face"", ""ugly building""]"
ultimate,/ˈʌltəmət/,intermediate,"[""Sports"", ""Everyday Conversation""]",Being or happening at the end of a process; final,"[""The ultimate goal is to achieve success."", ""Please ultimate goal before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'ultimate goal' and 'ultimate decision'.,"[""ultimate goal"", ""ultimate decision""]"
ultimately,/ˈʌltəmətli/,intermediate,"[""Everyday Conversation""]",Finally; in the end,"[""Ultimately, the decision is yours."", ""Please ultimately responsible before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'ultimately responsible' and 'ultimately decided'.,"[""ultimately responsible"", ""ultimately decided""]"
umbrella,/əmˈbɹɛlə/,intermediate,"[""Everyday Conversation"", ""Nature"", ""Technology""]","A device consisting of a circular canopy of cloth on a folding metal frame supported by a central rod, used as protection against rain or sometimes sun","[""She carried an umbrella to avoid getting wet."", ""The article discussed the carry an umbrella in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'carry an umbrella' and 'open an umbrella'.","[""carry an umbrella"", ""open an umbrella""]"
unable,/əˈneɪbəl/,beginner,"[""Everyday Conversation""]","Lacking the skill, means, or opportunity to do something","[""He was unable to attend the meeting."", ""It was a unable to that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'unable to' and 'unable to perform'.,"[""unable to"", ""unable to perform""]"
unacceptable,/ˌʌnækˈsɛptəbəl/,advanced,"[""Everyday Conversation""]",Not satisfactory or allowable,"[""The behavior was unacceptable."", ""The situation seemed unacceptable at first.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'completely unacceptable' and 'socially unacceptable'.,"[""completely unacceptable"", ""socially unacceptable""]"
uncertain,/ənˈsɝtən/,intermediate,"[""Everyday Conversation""]",Not able to be relied on; not known or definite,"[""The future of the project is uncertain."", ""It was a uncertain about that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'uncertain about' and 'uncertain future'.,"[""uncertain about"", ""uncertain future""]"
uncle,/ˈʌŋkəl/,beginner,"[""Everyday Conversation""]",The brother of one's father or mother or the husband of one's aunt,"[""He visited his uncle during the holidays."", ""The article discussed the uncle and aunt in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'uncle and aunt' and 'favorite uncle'.","[""uncle and aunt"", ""favorite uncle""]"
uncomfortable,/ənˈkʌmfɚtəbəl/,advanced,"[""Everyday Conversation"", ""Health""]",Causing or feeling slight pain or physical discomfort,"[""The chair was uncomfortable."", ""She began to feel uncomfortable after the conversation.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'feel uncomfortable' and 'look uncomfortable'.,"[""feel uncomfortable"", ""look uncomfortable""]"
unconscious,/ˌʌnˈkɑnʃəs/,intermediate,"[""Nature"", ""Everyday Conversation""]",Not awake and aware of and responding to one's environment,"[""He was knocked unconscious."", ""She began to become unconscious after the conversation.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'render unconscious' and 'become unconscious'.,"[""render unconscious"", ""become unconscious""]"
uncontrolled,/ˌʌnkənˈtɹoʊld/,advanced,"[""Everyday Conversation""]",Not controlled,"[""The situation became uncontrolled."", ""It was a uncontrolled behavior that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'uncontrolled behavior' and 'uncontrolled growth'.,"[""uncontrolled behavior"", ""uncontrolled growth""]"
under,/ˈʌndɚ/,beginner,"[""Everyday Conversation""]",Extending or directly below,"[""The cat is hiding under the table."", ""Please under the table before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'under the table' and 'under the bed'.,"[""under the table"", ""under the bed""]"
underground,/ˈʌndɚˌɡɹaʊnd/,intermediate,"[""Travel"", ""Nature""]",Situated beneath the surface of the ground,"[""The subway runs underground."", ""It was a underground station that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'underground station' and 'underground river'.,"[""underground station"", ""underground river""]"
underneath,/ˌʌndɚˈniθ/,intermediate,"[""Everyday Conversation""]",Situated directly below (something else),"[""The key is underneath the mat."", ""It was a underneath the surface that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'hidden underneath' and 'underneath the surface'.,"[""hidden underneath"", ""underneath the surface""]"
understand,/ˌʌndɚˈstænd/,advanced,"[""Everyday Conversation"", ""Academic""]","Perceive the intended meaning of (words, a language, or a speaker)","[""I can understand why you're upset."", ""Please understand the situation before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'understand the situation' and 'understand completely'.,"[""understand the situation"", ""understand completely""]"
understanding,/ˌʌndɚˈstændɪŋ/,advanced,"[""Everyday Conversation""]",The ability to understand something; comprehension,"[""She has a deep understanding of the subject."", ""The article discussed the mutual understanding in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'mutual understanding' and 'deep understanding'.","[""mutual understanding"", ""deep understanding""]"
underwater,/ˈʌndɚˌwɔtɚ/,advanced,"[""Technology"", ""Nature""]","Situated, occurring, or done beneath the surface of the water","[""The divers explored the underwater cave."", ""The article discussed the underwater camera in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'underwater camera' and 'underwater world'.","[""underwater camera"", ""underwater world""]"
underwear,/ˈʌndɚˌwɛɹ/,intermediate,"[""Everyday Conversation""]","Clothes worn under other clothes, typically next to the skin","[""He packed his underwear in the suitcase."", ""The article discussed the pair of underwear in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'pair of underwear' and 'men's underwear'.","[""pair of underwear"", ""men's underwear""]"
undo,/ənˈdu/,beginner,"[""Everyday Conversation""]","Unfasten, untie, or loosen (something)","[""She tried to undo the knot."", ""Please undo a mistake before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'undo a mistake' and 'undo the damage'.,"[""undo a mistake"", ""undo the damage""]"
unemployed,/ˌʌnɛmˈplɔɪd/,intermediate,"[""Work"", ""Everyday Conversation""]",Without a paid job but available to work,"[""He has been unemployed for six months."", ""The article discussed the long-term unemployed in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'long-term unemployed' and 'chronically unemployed'.","[""long-term unemployed"", ""chronically unemployed""]"
unemployment,/ˌʌnɪmˈplɔɪmənt/,advanced,"[""Everyday Conversation""]",The state of being unemployed,"[""The government is working to reduce unemployment."", ""The article discussed the high unemployment in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'high unemployment' and 'youth unemployment'.","[""high unemployment"", ""youth unemployment""]"
unexpected,/ˌʌnɪkˈspɛktɪd/,intermediate,"[""Everyday Conversation""]",Not expected or regarded as likely to happen,"[""The news was completely unexpected."", ""It was a unexpected visit that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'unexpected visit' and 'unexpected result'.,"[""unexpected visit"", ""unexpected result""]"
unexpectedly,/ˌʌnɪkˈspɛktɪdli/,advanced,"[""Everyday Conversation""]",In a way that was not expected,"[""He unexpectedly won the race."", ""She handled the situation unexpectedly.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'completely unexpectedly' and 'quite unexpectedly'.,"[""completely unexpectedly"", ""quite unexpectedly""]"
unfair,/ənˈfɛɹ/,intermediate,"[""Health""]",Not based on or behaving according to the principles of equality and justice,"[""The decision was unfair."", ""It was a unfair treatment that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'unfair treatment' and 'unfair advantage'.,"[""unfair treatment"", ""unfair advantage""]"
unfairly,/ənˈfɛɹli/,intermediate,"[""Everyday Conversation""]",In a manner that is not based on or behaving according to the principles of equality and justice,"[""She was unfairly treated by her peers."", ""Please unfairly treated before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'unfairly treated' and 'unfairly blamed'.,"[""unfairly treated"", ""unfairly blamed""]"
unfortunate,/ənˈfɔɹtʃənət/,intermediate,"[""Everyday Conversation""]",Having or marked by bad fortune; unlucky,"[""It was an unfortunate accident."", ""It was a unfortunate event that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'unfortunate event' and 'unfortunate outcome'.,"[""unfortunate event"", ""unfortunate outcome""]"
unfortunately,/ənˈfɔɹtʃənətli/,advanced,"[""Everyday Conversation""]",It is unfortunate that,"[""Unfortunately, we missed the train."", ""She handled the situation unfortunately.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'unfortunately' and 'we cannot'.,"[""unfortunately"", ""we cannot"", ""unfortunately missed""]"
unfriendly,/ənˈfɹɛndli/,intermediate,"[""Everyday Conversation""]",Not friendly,"[""He seemed unfriendly at first."", ""It was a unfriendly attitude that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'unfriendly attitude' and 'unfriendly behavior'.,"[""unfriendly attitude"", ""unfriendly behavior""]"
unhappy,/ənˈhæpi/,intermediate,"[""Everyday Conversation""]",Not happy,"[""She felt unhappy with the decision."", ""She began to feel unhappy after the conversation.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'feel unhappy' and 'look unhappy'.,"[""feel unhappy"", ""look unhappy""]"
uniform,/ˈjunəˌfɔɹm/,intermediate,"[""Everyday Conversation"", ""Academic"", ""Health""]",The distinctive clothing worn by members of the same organization or body or by children attending certain schools,"[""The students wear a uniform."", ""The article discussed the school uniform in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'school uniform' and 'military uniform'.","[""school uniform"", ""military uniform""]"
